id,url,freq,review,name,latitude,longitude
306131,https://www.zomato.com/ncr/red-mango-dlf-cyber-city-gurgaon,1,"This place is located in the centre of cyber city and is moderately crowded. Some coffee mood on a chilly evening brought me here. The cappuccino wasn't great and infact quite bitter even after 2 packets of brown sugar.
The live alfredo pasta too tasted average but was hot and fresh for some side munching.
The service was quick and a nice red themed ambience wich was complimented by great tracks being played. Overall not a bad experience.",Red Mango,28.4950268976,77.0889183506
310448,https://www.zomato.com/ncr/burger-king-connaught-place-new-delhi,1,"Was wanting to visit burger king at saket in the 1st week of its opening in Delhi. But the long ques din't make it happen then. After the CP outlet opened I finally made it here. I had ordered paneer king which made me feel this place was over hyped since the burger was ordinary.. nd so did my friend felt about the chicken whopper, but the chilli cheezos were really nice along with the sweet chilli dip. The chocolate shake too was pretty good. My 1st experience was overall great..so I further tried their other burgers when burger king became prevlant in nearly every food court in delhi..the bk veggie, chilli cheese...all of them were good and a change from the McDonald's burgers too. My...read more",Burger King,28.6329157129,77.2214134410
306049,https://www.zomato.com/ncr/dhaba-estd-1986-delhi-saket-new-delhi,1,"Amazing place for Indian eating. Great flavours and a treat to taste buds. I ordered veg galouti kebab. They were extremely soft and melting in mouth. The 4 pc kebabs made me crave for more :p
Dal makhani and paneer makhani were so delicious and the naans perfect n crisp. The tawa vegetable pulao was subtle and packed with flavourful spices. The service was quick and the staff very polite. The ambience made it even more interesting with catchy slogans and peppy bollywood numbers to add to the dhaba feel. Only the huge taxes were a little pinching but a great experience. I really regret not coming to this place before while being in dlf.",Dhaba - Estd 1986 Delhi,28.5275143790,77.2169009596
305198,https://www.zomato.com/ncr/angels-in-my-kitchen-dlf-cyber-city-gurgaon,1,Visited this place on Christmas and it was beautifully decorated. The butter cream cupcake was delicious just as it looked. The multi grain sandwich was healthy and fresh. The Interiors were cute. Due to the heavy rush the staff was having a hard time serving and changed my chocolate cupcake to vanilla. The brownie bar box was the best pick for me. It was one of the best brownie's I have had with a beautiful texture and glaze on top. I also got vegetable and mushroom patties packed. The flavour was soo good with even soft layers unlike those paper flaky patties. The other one was full of creamy mushroom and tasted like Alfredo sauce within. The Chocolate truffle was mind blowing. Amazing...read more,Angels in my Kitchen,28.4960991609,77.0889401436
302578,https://www.zomato.com/ncr/barbeque-nation-saket-new-delhi,1,"The crave for steamy grilled snacks brings me to this place. Eating until flag down is worth every penny and self brushing the skewers gives a personalised touch too. My experience at saket outlet felt a little lacking in comparison to other outlets. We had reached earlier than the time booked for but got a seat well in time. It was heavily crowded due to the disco carnival and people standing on the head surrounding the table felt irritating. The valet service was convenient. The service seemed slower and we had to either wait for the servings or call the waiters. The crunchy fried corn, pineapple and mushroom tikkas are just amazing. Also the creamy potatoe snack which is served off...read more",Barbeque Nation,28.5273432339,77.2173847631
4249,https://www.zomato.com/ncr/wengers-connaught-place-new-delhi,1,"Wenger's has always been consistent in its taste, packaging and ambience. Everything tastes best as always. The patties rolls and pastries are very soft fresh and unbeatable. I tried their macroons for the first tym. Orange was the only variety available that day. They were nicely layered and tasted good. The walnut tart too was great. The vegetable baguette was very light and crisp. Only the chaos at this place gets irritating at times due to the small area, but it is worth it.",Wenger's,28.6334507026,77.2180680558
256,https://www.zomato.com/ncr/pizza-hut-1-saket-new-delhi,1,Pizza hut has always been a place one can never say no to. But in the past few months it seems to have deteriorated. Their focus on innovative pizzas and crusts has diverted them from the quality they used to maintain. Dine in is any day better than pizza hut delivery so I'm posting some of my unpleasant home delivery experiences. The giant box was a disaster for me. The potatoe bites were mccain. The garlic bread sticks dry. Pizzas horrible nd cold. Waste of money... the next tym they refused to deliver baked pasta. Kurkure pizza was okayish. Not worth another try. Chilli cheese base pizza was reduced in size and hardly had any filling like it used to have when this base was launched....read more,Pizza Hut,28.5230377106,77.2078840435
311756,https://www.zomato.com/ncr/pita-pit-saket-new-delhi,1,Great place for customized healthy eating. I ordered for home delivery falefal pita and khasta kabab salad which took about 1 hour to deliver. Sadly they changed it on their own to hummus pita but the taste made up for it. The pita was excellent with even filling inside. The hummus spread was so gud. The salad was fresh as if u were eating a healthy pasta. The dressing and spice were just perfect.,Pita Pit,28.5295141926,77.2194242477
8244,https://www.zomato.com/ncr/the-big-chill-1-khan-market-new-delhi,1,"This place is a synonym for love💓 it's a heaven for Italian food lovers. The classic theme ambience makes it unique. The staff is very polite and courteous. The menu is so grand that it makes u want everything.... We had Belgian chocolate shake which was thick and filling. The quatrro formaggi and al fungi pizza was sooo delicious n cheezy wid a perfect crust. I had been wanting to try ravioli for long and my wait was worth it.. we had ravioli wid cream and parmesan..the spinach filling inside and the sauce, were great. Also the bread along was so soft. The spinach and mushroom lasagne is smthng to die for. One of the best things to order. Coming to the desserts...it's equally a heaven...read more",The Big Chill,28.6007165591,77.2277860343
311749,https://www.zomato.com/ncr/drool-waffles-saket-new-delhi,1,"I wanted to try savoury waffles, but in the food court outlet I was told they were only available in the ground floor outlet.. Most of the waffles weren't available which was a disappointment. So I settled with Richie rich. In terms of taste this place has no issues..the waffles are great, beautiful looking and generous with chocolate. Even the marshmallow waffle iv tried previously and it ws divine.
Only think u might feel is that it's not that price worth .. the one fourth waffle portion is vry little as per the pricing. Also they don't have packing facility which was a minus for me.
Overall this place is great and a must try for a perfect sweet ending.",Drool Waffles,28.5295268589,77.2194249183
305781,https://www.zomato.com/ncr/cinnabon-saket-new-delhi,1,A boon for people having sweet tooth. The chocolate and red velvet cupcakes are outstanding. One of the best u will find in Delhi. The Chocobon tastes lyk any chocolate donut..but the pecanbon is something to die for. It's a must have. Being in dlf saket u must stop over this little outlet nd treat ur taste buds.,Cinnabon,28.5284540516,77.2180657089
19157845,https://www.zomato.com/ncr/spice-market-kitchen-bar-saket-new-delhi,1,"Disappointing.. After so much of hype I finally decided to try gulatis, little knowing my dinner would turn into a disaster. First of all the service was terrible.. we had to call the waiters thrice to clean our tables..they dint evn bother to change the cutlery after the snacks for the main course nd napkins had to be requested too. Coming to the food.... a local street shop wud serve u better stuff..the snacks were routine..nthng unique about the platter. Dal maknhi was bland n tasteless. Malai kofta tasted burnt and amritsari kulchas which are mentioned as chefs specials in the menu were full of spice less boiled potatoes only oozing butter. Multiple taxes which felt painful.. never...read more",Spice Market - Kitchen & Bar,28.5279273647,77.2188619897
